,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(13,1)",,False,2,"[13, 5, 3, 0, 1]",1,0.0,1,1,1,0.0,0,1
1,"(13,1)",,False,2,"[13, 5, 3, 0, 1]",1,0.0,1,1,1,0.0,0,1
2,"(6,1)",,True,4,"[19, 6, 7, 1, 9]",1,0.0,0,1,2,0.011695906432748001,1,1
3,"(6,1)",,True,4,"[19, 6, 7, 1, 9]",1,0.0,0,1,2,0.011695906432748001,1,1
4,"(1,8)",,False,4,"[5, 1, 9, 18, 8]",1,0.0,-2,1,3,0.029239766081871003,3,1
5,"(1,8)",,False,4,"[5, 1, 9, 18, 8]",1,0.0,-2,1,3,0.029239766081871003,3,1
6,"(5,9)",,False,6,"[5, 0, 9, 16, 15]",1,0.0,-4,1,3,0.029239766081871003,5,1
7,"(5,9)",,False,6,"[5, 0, 9, 16, 15]",1,0.0,-4,1,3,0.029239766081871003,5,1
8,"(12,6)",,False,8,"[12, 3, 16, 2, 6]",1,0.0,-6,1,3,0.06432748538011601,7,1
9,"(12,6)",,False,8,"[12, 3, 16, 2, 6]",1,0.0,-6,1,3,0.06432748538011601,7,1
10,"(4,10)",,False,10,"[16, 4, 5, 3, 10]",1,0.0,-8,1,3,0.09941520467836201,9,1
11,"(4,10)",,False,10,"[16, 4, 5, 3, 10]",1,0.0,-8,1,3,0.09941520467836201,9,1
12,"(6,5)",,True,12,"[18, 19, 0, 6, 5]",1,0.0,-10,1,3,0.134502923976608,11,1
13,"(6,5)",,True,12,"[18, 19, 0, 6, 5]",1,0.0,-10,1,3,0.134502923976608,11,1
14,"(8,0)",,False,12,"[15, 8, 12, 3, 0]",1,0.0,-12,1,3,0.09941520467836201,13,1
15,"(8,0)",,False,12,"[15, 8, 12, 3, 0]",1,0.0,-12,1,3,0.09941520467836201,13,1
16,"(14,8)",,True,14,"[14, 10, 12, 7, 8]",1,0.0,-14,1,3,0.309941520467836,15,1
17,"(14,8)",,True,14,"[14, 10, 12, 7, 8]",1,0.0,-14,1,3,0.309941520467836,15,1
18,"(3,1)",,False,16,"[3, 13, 1, 14, 12]",1,0.0,-16,1,4,0.21637426900584703,17,1
19,"(3,1)",,False,16,"[3, 13, 1, 14, 12]",1,0.0,-16,1,4,0.21637426900584703,17,1
20,"(10,1)",,True,18,"[3, 10, 5, 1, 14]",1,0.0,-18,1,5,0.29532163742690004,19,1
21,"(10,1)",,True,18,"[3, 10, 5, 1, 14]",1,0.0,-18,1,5,0.29532163742690004,19,1
22,"(12,6)",,False,16,"[3, 12, 6, 14, 2]",1,0.0,-20,1,4,0.33040935672514604,21,1
23,"(12,6)",,False,16,"[3, 12, 6, 14, 2]",1,0.0,-20,1,4,0.33040935672514604,21,1
24,"(18,6)",,False,18,"[18, 4, 17, 2, 6]",1,0.0,-22,1,4,0.41812865497076,23,1
25,"(18,6)",,False,18,"[18, 4, 17, 2, 6]",1,0.0,-22,1,4,0.41812865497076,23,1
26,"(17,7)",,False,20,"[0, 17, 7, 12, 14]",1,0.0,-24,1,4,0.32358674463937603,25,1
27,"(17,7)",,False,20,"[0, 17, 7, 12, 14]",1,0.0,-24,1,4,0.32358674463937603,25,1
28,"(2,4)",,False,18,"[13, 15, 2, 4, 12]",1,0.0,-26,1,3,0.228070175438596,27,1
29,"(2,4)",,False,18,"[13, 15, 2, 4, 12]",1,0.0,-26,1,3,0.228070175438596,27,1
30,"(9,1)",,False,20,"[9, 15, 1, 14, 19]",2,0.15204678362573001,-26,2,4,0.194931773879142,28,1
31,"(9,1)",,False,20,"[9, 15, 1, 14, 19]",2,0.15204678362573001,-26,2,4,0.194931773879142,28,1
32,"(18,14)",,False,23,"[18, 10, 14, 19, 13]",2,0.040935672514619006,-28,2,4,0.18128654970760202,30,1
33,"(18,14)",,False,23,"[18, 10, 14, 19, 13]",2,0.040935672514619006,-28,2,4,0.18128654970760202,30,1
34,"(14,0)",,False,23,"[14, 0, 7, 2, 4]",2,0.025341130604288,-30,2,4,0.178362573099415,32,1
35,"(14,0)",,False,23,"[14, 0, 7, 2, 4]",2,0.025341130604288,-30,2,4,0.178362573099415,32,1
36,"(17,7)",,False,23,"[17, 3, 7, 14, 19]",3,0.089181286549707,-32,2,4,0.14132553606237802,34,1
37,"(17,7)",,False,23,"[17, 3, 7, 14, 19]",3,0.089181286549707,-32,2,4,0.14132553606237802,34,1
38,"(16,10)",,False,24,"[6, 3, 7, 16, 10]",3,0.073001949317738,-34,2,4,0.10955165692007701,36,1
39,"(16,10)",,False,24,"[6, 3, 7, 16, 10]",3,0.073001949317738,-34,2,4,0.10955165692007701,36,1
40,"(6,1)",,False,24,"[6, 1, 2, 11, 15]",3,0.062378167641325005,-36,2,5,0.172027290448343,38,1
41,"(6,1)",,False,24,"[6, 1, 2, 11, 15]",3,0.062378167641325005,-36,2,5,0.172027290448343,38,1
42,"(19,9)",,False,26,"[11, 16, 19, 8, 9]",3,0.082846003898635,-38,2,5,0.186647173489278,40,1
43,"(19,9)",,False,26,"[11, 16, 19, 8, 9]",3,0.082846003898635,-38,2,5,0.186647173489278,40,1
44,"(11,1)",,False,28,"[11, 18, 2, 16, 1]",3,0.074004455583402,-40,2,6,0.22495126705653,42,1
45,"(11,1)",,False,28,"[11, 18, 2, 16, 1]",3,0.074004455583402,-40,2,6,0.22495126705653,42,1
46,"(1,17)",,True,28,"[8, 1, 0, 17, 9]",3,0.050779727095516,-42,2,6,0.227875243664717,44,1
47,"(1,17)",,True,28,"[8, 1, 0, 17, 9]",3,0.050779727095516,-42,2,6,0.227875243664717,44,1
48,"(19,5)",,False,30,"[19, 5, 14, 2, 4]",3,0.025536062378167003,-44,2,6,0.18547758284600302,46,1
49,"(19,5)",,False,30,"[19, 5, 14, 2, 4]",3,0.025536062378167003,-44,2,6,0.18547758284600302,46,1
50,"(14,11)",,False,30,"[15, 9, 14, 11, 13]",3,0.030604288499025002,-46,2,6,0.17768031189083802,48,1
51,"(14,11)",,False,30,"[15, 9, 14, 11, 13]",3,0.030604288499025002,-46,2,6,0.17768031189083802,48,1
52,"(17,12)",,False,30,"[3, 19, 17, 12, 15]",3,0.02943469785575,-48,2,6,0.191130604288499,50,1
53,"(17,12)",,False,30,"[3, 19, 17, 12, 15]",3,0.02943469785575,-48,2,6,0.191130604288499,50,1
54,"(0,6)",,False,30,"[9, 0, 10, 18, 6]",2,0.005360623781676,-50,2,6,0.19629629629629602,52,1
55,"(0,6)",,False,30,"[9, 0, 10, 18, 6]",2,0.005360623781676,-50,2,6,0.19629629629629602,52,1
56,"(1,3)",,True,30,"[18, 15, 1, 12, 3]",2,0.012475633528265001,-52,2,6,0.234405458089668,54,1
57,"(1,3)",,True,30,"[18, 15, 1, 12, 3]",2,0.012475633528265001,-52,2,6,0.234405458089668,54,1
58,"(7,16)",,False,30,"[14, 7, 15, 16, 17]",2,0.023391812865497002,-54,2,5,0.16179337231968802,56,1
59,"(7,16)",,False,30,"[14, 7, 15, 16, 17]",2,0.023391812865497002,-54,2,5,0.16179337231968802,56,1
60,"(0,13)",,False,30,"[15, 4, 0, 13, 8]",2,0.054580896686159,-56,2,5,0.152046783625731,58,1
61,"(0,13)",,False,30,"[15, 4, 0, 13, 8]",2,0.054580896686159,-56,2,5,0.152046783625731,58,1
62,"(10,15)",,False,32,"[10, 15, 3, 16, 18]",2,0.028654970760233003,-58,2,5,0.13401559454191,60,1
63,"(10,15)",,False,32,"[10, 15, 3, 16, 18]",2,0.028654970760233003,-58,2,5,0.13401559454191,60,1
64,"(17,10)",,False,34,"[5, 17, 18, 10, 2]",3,0.016569200779727,-60,2,5,0.132748538011695,62,1
65,"(17,10)",,False,34,"[5, 17, 18, 10, 2]",3,0.016569200779727,-60,2,5,0.132748538011695,62,1
66,"(10,18)",,False,35,"[10, 18, 19, 3, 5]",3,0.003898635477582,-62,2,5,0.12202729044834301,64,1
67,"(10,18)",,False,35,"[10, 18, 19, 3, 5]",3,0.003898635477582,-62,2,5,0.12202729044834301,64,1
68,"(2,13)",,False,37,"[2, 15, 13, 0, 19]",3,0.0034113060428840004,-64,2,5,0.11856725146198802,66,1
69,"(2,13)",,False,37,"[2, 15, 13, 0, 19]",3,0.0034113060428840004,-64,2,5,0.11856725146198802,66,1
70,"(1,7)",,False,40,"[1, 5, 19, 18, 7]",5,0.11500974658869301,-66,2,6,0.18076441102756802,68,1
71,"(1,7)",,False,40,"[1, 5, 19, 18, 7]",5,0.11500974658869301,-66,2,6,0.18076441102756802,68,1
72,"(13,9)",,False,40,"[4, 13, 14, 7, 9]",5,0.11549707602339102,-68,2,6,0.14367864104706202,70,1
73,"(13,9)",,False,40,"[4, 13, 14, 7, 9]",5,0.11549707602339102,-68,2,6,0.14367864104706202,70,1
74,"(11,9)",,False,43,"[11, 19, 9, 3, 16]",5,0.052339181286549005,-68,3,6,0.11158219623131901,71,1
75,"(11,9)",,False,43,"[11, 19, 9, 3, 16]",5,0.052339181286549005,-68,3,6,0.11158219623131901,71,1
