,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(1,3)",,False,2,"[0, 1, 3, 5, 6]",0,-0.001,-1,0,1,0.0,1,1
1,"(1,3)",,False,2,"[0, 1, 3, 5, 6]",0,-0.001,-1,0,1,0.0,1,1
2,"(19,5)",,False,4,"[19, 5, 6, 11, 7]",0,-0.001,-3,0,1,0.0,3,1
3,"(19,5)",,False,4,"[19, 5, 6, 11, 7]",0,-0.001,-3,0,1,0.0,3,1
4,"(12,5)",,False,6,"[12, 5, 11, 18, 8]",0,-0.001,-5,0,1,0.0,5,1
5,"(12,5)",,False,6,"[12, 5, 11, 18, 8]",0,-0.001,-5,0,1,0.0,5,1
6,"(17,7)",,False,8,"[17, 7, 3, 8, 16]",0,-0.001,-7,0,1,0.0,7,1
7,"(17,7)",,False,8,"[17, 7, 3, 8, 16]",0,-0.001,-7,0,1,0.0,7,1
8,"(2,3)",,False,10,"[2, 0, 3, 5, 4]",0,-0.001,-9,0,1,0.0,9,1
9,"(2,3)",,False,10,"[2, 0, 3, 5, 4]",0,-0.001,-9,0,1,0.0,9,1
10,"(5,10)",,False,12,"[5, 10, 7, 12, 19]",1,0.0,-9,0,1,0.0,9,1
11,"(5,10)",,False,12,"[5, 10, 7, 12, 19]",1,0.0,-9,0,1,0.0,9,1
12,"(5,11)",,True,14,"[5, 11, 12, 10, 19]",1,0.0,-9,0,1,0.0,9,1
13,"(5,11)",,True,14,"[5, 11, 12, 10, 19]",1,0.0,-9,0,1,0.0,9,1
14,"(1,19)",,True,16,"[2, 14, 1, 19, 9]",1,0.0,-10,0,2,0.20467836257309902,10,1
15,"(1,19)",,True,16,"[2, 14, 1, 19, 9]",1,0.0,-10,0,2,0.20467836257309902,10,1
16,"(17,3)",,True,18,"[17, 0, 3, 7, 12]",1,0.0,-12,0,2,0.27485380116959,12,1
17,"(17,3)",,True,18,"[17, 0, 3, 7, 12]",1,0.0,-12,0,2,0.27485380116959,12,1
18,"(2,7)",,False,20,"[17, 2, 7, 10, 8]",2,0.091617933723196,-13,0,2,0.15399610136452202,13,1
19,"(2,7)",,False,20,"[17, 2, 7, 10, 8]",2,0.091617933723196,-13,0,2,0.15399610136452202,13,1
20,"(17,1)",,False,22,"[8, 17, 15, 14, 1]",3,0.14912280701754302,-11,2,3,0.122807017543859,13,1
21,"(17,1)",,False,22,"[8, 17, 15, 14, 1]",3,0.14912280701754302,-11,2,3,0.122807017543859,13,1
22,18:8,assassinate,True,19,"[18, 13, 10, 3, 4]",2,0.105263157894736,-11,3,3,0.19298245614035,14,1
23,18:8,assassinate,True,19,"[18, 13, 10, 3, 4]",2,0.105263157894736,-11,3,3,0.19298245614035,14,1
24,17:8,assassinate,True,16,"[3, 16, 5, 17, 10]",1,0.0,-13,3,2,0.350877192982456,16,1
25,17:8,assassinate,True,16,"[3, 16, 5, 17, 10]",1,0.0,-13,3,2,0.350877192982456,16,1
26,"(1,2)",,False,18,"[5, 1, 13, 3, 2]",1,0.0,-14,3,3,0.157894736842105,17,1
27,"(1,2)",,False,18,"[5, 1, 13, 3, 2]",1,0.0,-14,3,3,0.157894736842105,17,1
28,"(16,19)",,False,20,"[15, 16, 19, 12, 2]",1,0.0,-16,3,3,0.035087719298245,19,1
29,"(16,19)",,False,20,"[15, 16, 19, 12, 2]",1,0.0,-16,3,3,0.035087719298245,19,1
30,"(1,8)",,False,22,"[1, 7, 2, 8, 16]",2,0.07563352826510701,-16,4,4,0.085380116959064,20,1
31,"(1,8)",,False,22,"[1, 7, 2, 8, 16]",2,0.07563352826510701,-16,4,4,0.085380116959064,20,1
32,"(8,4)",,True,24,"[8, 15, 14, 4, 3]",2,0.049707602339181006,-16,5,4,0.076510721247563,21,1
33,"(8,4)",,True,24,"[8, 15, 14, 4, 3]",2,0.049707602339181006,-16,5,4,0.076510721247563,21,1
34,"(0,1)",,False,26,"[12, 0, 2, 1, 10]",3,0.094054580896686,-18,5,5,0.15896686159844,23,1
35,"(0,1)",,False,26,"[12, 0, 2, 1, 10]",3,0.094054580896686,-18,5,5,0.15896686159844,23,1
36,"(17,8)",,False,28,"[14, 17, 8, 2, 16]",3,0.09697855750487301,-20,5,5,0.166764132553606,25,1
37,"(17,8)",,False,28,"[14, 17, 8, 2, 16]",3,0.09697855750487301,-20,5,5,0.166764132553606,25,1
38,"(1,9)",,False,30,"[1, 19, 9, 17, 14]",4,0.12495126705653001,-20,6,6,0.182261208576998,26,1
39,"(1,9)",,False,30,"[1, 19, 9, 17, 14]",4,0.12495126705653001,-20,6,6,0.182261208576998,26,1
40,"(10,8)",,False,30,"[10, 17, 4, 8, 6]",4,0.13304093567251402,-22,6,6,0.21101364522417101,28,1
41,"(10,8)",,False,30,"[10, 17, 4, 8, 6]",4,0.13304093567251402,-22,6,6,0.21101364522417101,28,1
42,"(19,3)",,False,28,"[19, 9, 8, 15, 3]",4,0.14278752436647102,-24,6,5,0.24707602339181203,30,1
43,"(19,3)",,False,28,"[19, 9, 8, 15, 3]",4,0.14278752436647102,-24,6,5,0.24707602339181203,30,1
44,11:4,assassinate,True,27,"[11, 4, 8, 6, 5]",4,0.115399610136452,-26,6,5,0.23645224171539903,32,1
45,11:4,assassinate,True,27,"[11, 4, 8, 6, 5]",4,0.115399610136452,-26,6,5,0.23645224171539903,32,1
46,"(1,14)",,False,29,"[7, 1, 14, 9, 17]",4,0.120922677063027,-28,6,6,0.275995544416597,34,1
47,"(1,14)",,False,29,"[7, 1, 14, 9, 17]",4,0.120922677063027,-28,6,6,0.275995544416597,34,1
48,"(16,4)",,True,29,"[5, 19, 16, 10, 4]",4,0.120922677063027,-30,6,6,0.275995544416597,36,1
49,"(16,4)",,True,29,"[5, 19, 16, 10, 4]",4,0.120922677063027,-30,6,6,0.275995544416597,36,1
50,"(1,11)",,False,32,"[1, 2, 10, 11, 4]",6,0.171832358674463,-32,6,7,0.30999025341130604,38,1
51,"(1,11)",,False,32,"[1, 2, 10, 11, 4]",6,0.171832358674463,-32,6,7,0.30999025341130604,38,1
52,"(18,9)",,True,34,"[18, 9, 12, 6, 17]",6,0.17111465532518103,-34,6,7,0.336926280347332,40,1
53,"(18,9)",,True,34,"[18, 9, 12, 6, 17]",6,0.17111465532518103,-34,6,7,0.336926280347332,40,1
54,"(2,6)",,True,35,"[2, 19, 9, 6, 12]",6,0.1770955165692,-36,6,7,0.255116959064327,42,1
55,"(2,6)",,True,35,"[2, 19, 9, 6, 12]",6,0.1770955165692,-36,6,7,0.255116959064327,42,1
56,"(15,14)",,False,35,"[15, 3, 14, 13, 17]",7,0.222417153996101,-38,6,7,0.26569200779727004,44,1
57,"(15,14)",,False,35,"[15, 3, 14, 13, 17]",7,0.222417153996101,-38,6,7,0.26569200779727004,44,1
58,13:6,assassinate,True,33,"[5, 17, 6, 19, 13]",7,0.18040935672514602,-40,6,7,0.252729044834307,46,1
59,13:6,assassinate,True,33,"[5, 17, 6, 19, 13]",7,0.18040935672514602,-40,6,7,0.252729044834307,46,1
60,"(2,18)",,False,35,"[17, 11, 2, 15, 18]",7,0.11744639376218301,-42,6,7,0.19561403508771902,48,1
61,"(2,18)",,False,35,"[17, 11, 2, 15, 18]",7,0.11744639376218301,-42,6,7,0.19561403508771902,48,1
62,"(2,5)",,True,35,"[2, 5, 16, 0, 12]",8,0.196087440824282,-42,7,7,0.24505708716235003,49,1
63,"(2,5)",,True,35,"[2, 5, 16, 0, 12]",8,0.196087440824282,-42,7,7,0.24505708716235003,49,1
64,"(11,0)",,False,36,"[11, 1, 0, 17, 8]",7,0.16769469971224302,-42,8,7,0.21447136359417002,50,1
65,"(11,0)",,False,36,"[11, 1, 0, 17, 8]",7,0.16769469971224302,-42,8,7,0.21447136359417002,50,1
66,4:12,assassinate,True,29,"[4, 2, 6, 3, 5]",6,0.10808966861598401,-42,9,6,0.153411306042884,51,1
67,4:12,assassinate,True,29,"[4, 2, 6, 3, 5]",6,0.10808966861598401,-42,9,6,0.153411306042884,51,1
68,18:4,assassinate,True,26,"[9, 18, 7, 12, 11]",5,0.089181286549707,-42,10,5,0.11793372319688102,52,1
69,18:4,assassinate,True,26,"[9, 18, 7, 12, 11]",5,0.089181286549707,-42,10,5,0.11793372319688102,52,1
70,"(10,1)",,False,26,"[7, 10, 1, 6, 8]",5,0.077485380116959,-42,11,5,0.088693957115009,53,1
71,"(10,1)",,False,26,"[7, 10, 1, 6, 8]",5,0.077485380116959,-42,11,5,0.088693957115009,53,1
72,"(0,17)",,False,26,"[18, 7, 4, 0, 17]",4,0.021686159844054,-42,12,5,0.07066276803118901,54,1
73,"(0,17)",,False,26,"[18, 7, 4, 0, 17]",4,0.021686159844054,-42,12,5,0.07066276803118901,54,1
74,"(11,13)",,False,28,"[11, 13, 17, 7, 18]",5,0.07076023391812801,-40,14,5,0.059844054580896006,54,1
75,"(11,13)",,False,28,"[11, 13, 17, 7, 18]",5,0.07076023391812801,-40,14,5,0.059844054580896006,54,1
76,16:2,assassinate,True,26,"[7, 17, 16, 8, 12]",5,0.05653021442495101,-38,16,5,0.050682261208576,54,1
77,16:2,assassinate,True,26,"[7, 17, 16, 8, 12]",5,0.05653021442495101,-38,16,5,0.050682261208576,54,1
78,"(3,5)",,False,28,"[3, 6, 15, 5, 16]",5,0.043274853801169,-38,17,5,0.045808966861598,55,1
79,"(3,5)",,False,28,"[3, 6, 15, 5, 16]",5,0.043274853801169,-38,17,5,0.045808966861598,55,1
80,19:10,assassinate,True,24,"[4, 5, 19, 7, 9]",4,0.029239766081871003,-38,18,5,0.053606237816764005,56,1
81,19:10,assassinate,True,24,"[4, 5, 19, 7, 9]",4,0.029239766081871003,-38,18,5,0.053606237816764005,56,1
82,"(10,11)",,False,26,"[6, 10, 11, 15, 5]",4,0.052631578947368,-40,18,5,0.12670565302144202,58,1
83,"(10,11)",,False,26,"[6, 10, 11, 15, 5]",4,0.052631578947368,-40,18,5,0.12670565302144202,58,1
84,"(11,16)",,True,28,"[6, 11, 7, 16, 13]",4,0.05721247563352801,-42,18,5,0.134210526315789,60,1
85,"(11,16)",,True,28,"[6, 11, 7, 16, 13]",4,0.05721247563352801,-42,18,5,0.134210526315789,60,1
86,9:12,assassinate,True,23,"[16, 17, 0, 9, 19]",3,0.026803118908382002,-44,18,4,0.095029239766081,62,1
87,9:12,assassinate,True,23,"[16, 17, 0, 9, 19]",3,0.026803118908382002,-44,18,4,0.095029239766081,62,1
88,"(11,19)",,False,25,"[17, 11, 5, 19, 18]",4,0.126218323586744,-44,19,4,0.12865497076023302,63,1
89,"(11,19)",,False,25,"[17, 11, 5, 19, 18]",4,0.126218323586744,-44,19,4,0.12865497076023302,63,1
90,16:4,assassinate,True,24,"[5, 17, 16, 2, 13]",4,0.145614035087719,-44,20,4,0.188304093567251,64,1
91,16:4,assassinate,True,24,"[5, 17, 16, 2, 13]",4,0.145614035087719,-44,20,4,0.188304093567251,64,1
92,9:2,assassinate,True,24,"[13, 6, 9, 5, 17]",4,0.21345029239766003,-42,22,4,0.035087719298245,64,1
93,9:2,assassinate,True,24,"[13, 6, 9, 5, 17]",4,0.21345029239766003,-42,22,4,0.035087719298245,64,1
94,"(14,18)",,False,26,"[5, 14, 17, 18, 9]",5,0.225536062378167,-40,24,4,0.032651072124756,64,1
95,"(14,18)",,False,26,"[5, 14, 17, 18, 9]",5,0.225536062378167,-40,24,4,0.032651072124756,64,1
96,"(19,1)",,True,28,"[19, 18, 16, 1, 2]",5,0.24349763297131702,-38,26,5,0.09238373712057901,64,1
97,"(19,1)",,True,28,"[19, 18, 16, 1, 2]",5,0.24349763297131702,-38,26,5,0.09238373712057901,64,1
98,"(1,13)",,False,30,"[12, 17, 1, 13, 4]",5,0.175619604566972,-38,27,6,0.21769702032859903,65,1
99,"(1,13)",,False,30,"[12, 17, 1, 13, 4]",5,0.175619604566972,-38,27,6,0.21769702032859903,65,1
100,"(12,9)",,True,30,"[12, 4, 8, 16, 9]",5,0.20769980506822602,-36,29,5,0.14551656920077902,65,1
101,"(12,9)",,True,30,"[12, 4, 8, 16, 9]",5,0.20769980506822602,-36,29,5,0.14551656920077902,65,1
102,"(13,5)",,True,30,"[12, 13, 16, 14, 5]",5,0.225341130604288,-34,31,5,0.16427875243664702,65,1
103,"(13,5)",,True,30,"[12, 13, 16, 14, 5]",5,0.225341130604288,-34,31,5,0.16427875243664702,65,1
104,"(7,19)",,True,32,"[0, 17, 7, 16, 19]",6,0.248844333054859,-32,33,5,0.172723475355054,65,1
105,"(7,19)",,True,32,"[0, 17, 7, 16, 19]",6,0.248844333054859,-32,33,5,0.172723475355054,65,1
106,"(1,5)",,False,32,"[13, 11, 4, 1, 5]",6,0.260247841826789,-30,35,6,0.233834586466165,65,1
107,"(1,5)",,False,32,"[13, 11, 4, 1, 5]",6,0.260247841826789,-30,35,6,0.233834586466165,65,1
108,"(4,2)",,False,34,"[16, 9, 4, 10, 2]",6,0.21474519632414302,-28,37,6,0.19866332497911401,65,1
109,"(4,2)",,False,34,"[16, 9, 4, 10, 2]",6,0.21474519632414302,-28,37,6,0.19866332497911401,65,1
110,17:4,assassinate,True,33,"[18, 17, 19, 13, 6]",5,0.180994152046783,-28,38,6,0.19814814814814802,66,1
