,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(18,8)",,False,3,"[18, 8, 10, 14, 3]",2,0.005847953216374001,2,2,0,-0.001,0,1
1,"(18,8)",,False,3,"[18, 8, 10, 14, 3]",2,0.005847953216374001,2,2,0,-0.001,0,1
2,"(10,19)",,False,6,"[10, 19, 0, 7, 2]",2,0.035087719298245,4,4,0,-0.001,0,1
3,"(10,19)",,False,6,"[10, 19, 0, 7, 2]",2,0.035087719298245,4,4,0,-0.001,0,1
4,"(3,1)",,False,9,"[3, 18, 1, 0, 15]",4,0.09941520467836201,6,6,1,0.0,0,1
5,"(3,1)",,False,9,"[3, 18, 1, 0, 15]",4,0.09941520467836201,6,6,1,0.0,0,1
6,7:2,assassinate,True,10,"[10, 7, 5, 11, 9]",4,0.16959064327485301,8,8,1,0.0,0,1
7,7:2,assassinate,True,10,"[10, 7, 5, 11, 9]",4,0.16959064327485301,8,8,1,0.0,0,1
8,"(19,4)",,False,13,"[12, 19, 1, 11, 4]",4,0.19590643274853803,10,10,1,0.0,0,1
9,"(19,4)",,False,13,"[12, 19, 1, 11, 4]",4,0.19590643274853803,10,10,1,0.0,0,1
10,"(6,0)",,False,13,"[18, 5, 4, 6, 0]",3,0.18421052631578902,12,12,1,0.0,0,1
11,"(6,0)",,False,13,"[18, 5, 4, 6, 0]",3,0.18421052631578902,12,12,1,0.0,0,1
12,"(16,4)",,False,16,"[17, 5, 16, 6, 4]",3,0.11695906432748501,14,14,1,0.0,0,1
13,"(16,4)",,False,16,"[17, 5, 16, 6, 4]",3,0.11695906432748501,14,14,1,0.0,0,1
14,"(15,1)",,True,19,"[15, 2, 1, 9, 11]",3,0.079922027290448,16,16,2,0.046296296296296,0,1
15,"(15,1)",,True,19,"[15, 2, 1, 9, 11]",3,0.079922027290448,16,16,2,0.046296296296296,0,1
16,"(14,17)",,False,22,"[14, 0, 11, 12, 17]",3,0.08187134502923901,18,18,2,0.033138401559454,0,1
17,"(14,17)",,False,22,"[14, 0, 11, 12, 17]",3,0.08187134502923901,18,18,2,0.033138401559454,0,1
18,13:10,assassinate,True,17,"[18, 3, 12, 17, 13]",2,0.0,18,19,2,0.08187134502923901,1,1
19,13:10,assassinate,True,17,"[18, 3, 12, 17, 13]",2,0.0,18,19,2,0.08187134502923901,1,1
20,"(19,1)",,False,19,"[19, 8, 1, 11, 17]",2,0.0,16,19,3,0.18128654970760202,3,1
21,"(19,1)",,False,19,"[19, 8, 1, 11, 17]",2,0.0,16,19,3,0.18128654970760202,3,1
22,"(13,2)",,False,22,"[13, 9, 2, 17, 11]",2,0.0,14,19,3,0.070175438596491,5,1
23,"(13,2)",,False,22,"[13, 9, 2, 17, 11]",2,0.0,14,19,3,0.070175438596491,5,1
24,"(11,15)",,False,25,"[6, 11, 8, 17, 15]",4,0.13645224171539902,16,21,3,0.07699805068226101,5,1
25,"(11,15)",,False,25,"[6, 11, 8, 17, 15]",4,0.13645224171539902,16,21,3,0.07699805068226101,5,1
26,"(6,15)",,False,28,"[3, 13, 6, 12, 15]",6,0.179615705931495,18,23,3,0.079922027290448,5,1
27,"(6,15)",,False,28,"[3, 13, 6, 12, 15]",6,0.179615705931495,18,23,3,0.079922027290448,5,1
