,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(13,7)",,True,2,"[13, 7, 15, 2, 14]",0,-0.001,0,0,0,-0.001,0,1
1,"(13,7)",,True,2,"[13, 7, 15, 2, 14]",0,-0.001,0,0,0,-0.001,0,1
2,"(4,16)",,True,4,"[4, 16, 10, 14, 13]",0,-0.001,0,0,0,-0.001,0,1
3,"(4,16)",,True,4,"[4, 16, 10, 14, 13]",0,-0.001,0,0,0,-0.001,0,1
4,"(5,9)",,True,6,"[5, 9, 14, 17, 3]",0,-0.001,0,0,0,-0.001,0,1
5,"(5,9)",,True,6,"[5, 9, 14, 17, 3]",0,-0.001,0,0,0,-0.001,0,1
6,"(15,2)",,False,8,"[15, 2, 12, 13, 4]",1,0.0,2,2,0,-0.001,0,1
7,"(15,2)",,False,8,"[15, 2, 12, 13, 4]",1,0.0,2,2,0,-0.001,0,1
8,13:4,assassinate,True,8,"[6, 18, 19, 13, 17]",2,0.017543859649122,4,4,0,-0.001,0,1
9,13:4,assassinate,True,8,"[6, 18, 19, 13, 17]",2,0.017543859649122,4,4,0,-0.001,0,1
10,"(2,18)",,False,11,"[9, 8, 2, 18, 11]",4,0.11111111111111101,6,6,0,-0.001,0,1
11,"(2,18)",,False,11,"[9, 8, 2, 18, 11]",4,0.11111111111111101,6,6,0,-0.001,0,1
12,"(4,7)",,False,14,"[4, 5, 7, 17, 0]",4,0.122807017543859,8,8,0,-0.001,0,1
13,"(4,7)",,False,14,"[4, 5, 7, 17, 0]",4,0.122807017543859,8,8,0,-0.001,0,1
14,"(7,16)",,False,14,"[17, 7, 10, 16, 19]",4,0.11988304093567201,10,10,0,-0.001,0,1
15,"(7,16)",,False,14,"[17, 7, 10, 16, 19]",4,0.11988304093567201,10,10,0,-0.001,0,1
16,"(2,15)",,False,13,"[19, 17, 11, 2, 15]",4,0.10233918128654901,12,12,0,-0.001,0,1
17,"(2,15)",,False,13,"[19, 17, 11, 2, 15]",4,0.10233918128654901,12,12,0,-0.001,0,1
18,"(1,19)",,False,15,"[4, 0, 1, 19, 17]",4,0.137426900584795,14,14,1,0.0,0,1
19,"(1,19)",,False,15,"[4, 0, 1, 19, 17]",4,0.137426900584795,14,14,1,0.0,0,1
