,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(17,8)",,True,2,"[17, 8, 14, 18, 15]",0,-0.001,0,0,0,-0.001,0,1
1,"(17,8)",,True,2,"[17, 8, 14, 18, 15]",0,-0.001,0,0,0,-0.001,0,1
2,"(18,1)",,True,4,"[18, 10, 3, 2, 1]",0,-0.001,-1,0,1,0.0,1,1
3,"(18,1)",,True,4,"[18, 10, 3, 2, 1]",0,-0.001,-1,0,1,0.0,1,1
4,"(13,11)",,True,6,"[13, 11, 19, 16, 14]",0,-0.001,-3,0,1,0.0,3,1
5,"(13,11)",,True,6,"[13, 11, 19, 16, 14]",0,-0.001,-3,0,1,0.0,3,1
6,"(13,6)",,True,8,"[13, 6, 2, 19, 7]",0,-0.001,-5,0,1,0.0,5,1
7,"(13,6)",,True,8,"[13, 6, 2, 19, 7]",0,-0.001,-5,0,1,0.0,5,1
8,"(4,2)",,True,10,"[4, 2, 19, 11, 16]",0,-0.001,-7,0,1,0.0,7,1
9,"(4,2)",,True,10,"[4, 2, 19, 11, 16]",0,-0.001,-7,0,1,0.0,7,1
10,"(9,19)",,True,12,"[9, 19, 18, 6, 15]",0,-0.001,-9,0,1,0.0,9,1
11,"(9,19)",,True,12,"[9, 19, 18, 6, 15]",0,-0.001,-9,0,1,0.0,9,1
12,"(14,15)",,True,12,"[14, 15, 13, 0, 12]",0,-0.001,-11,0,1,0.0,11,1
13,"(14,15)",,True,12,"[14, 15, 13, 0, 12]",0,-0.001,-11,0,1,0.0,11,1
14,"(9,2)",,True,14,"[9, 2, 8, 7, 11]",0,-0.001,-13,0,1,0.0,13,1
15,"(9,2)",,True,14,"[9, 2, 8, 7, 11]",0,-0.001,-13,0,1,0.0,13,1
16,"(10,1)",,True,16,"[18, 10, 2, 1, 17]",0,-0.001,-15,0,2,0.07602339181286501,15,1
17,"(10,1)",,True,16,"[18, 10, 2, 1, 17]",0,-0.001,-15,0,2,0.07602339181286501,15,1
18,"(3,17)",,True,16,"[3, 17, 9, 15, 7]",0,-0.001,-17,0,2,0.08187134502923901,17,1
19,"(3,17)",,True,16,"[3, 17, 9, 15, 7]",0,-0.001,-17,0,2,0.08187134502923901,17,1
