,actionDetail,actionType,bonusActivated,graphEdgeCount,nodeList,p1Degree,p1Score,p1WinAdvantage,p1WinCount,p2Degree,p2Score,p2WinCount,player
0,"(11,16)",,False,2,"[11, 16, 8, 12, 9]",1,0.0,2,2,0,-0.001,0,1
1,"(11,16)",,False,2,"[11, 16, 8, 12, 9]",1,0.0,2,2,0,-0.001,0,1
2,"(10,13)",,False,4,"[10, 13, 19, 3, 14]",1,0.0,4,4,0,-0.001,0,1
3,"(10,13)",,False,4,"[10, 13, 19, 3, 14]",1,0.0,4,4,0,-0.001,0,1
4,"(19,1)",,False,6,"[19, 1, 14, 11, 3]",1,0.0,5,5,1,0.0,0,1
5,"(19,1)",,False,6,"[19, 1, 14, 11, 3]",1,0.0,5,5,1,0.0,0,1
6,"(17,6)",,False,8,"[17, 6, 10, 18, 19]",2,0.023391812865497002,7,7,1,0.0,0,1
7,"(17,6)",,False,8,"[17, 6, 10, 18, 19]",2,0.023391812865497002,7,7,1,0.0,0,1
8,"(17,18)",,False,10,"[17, 18, 8, 15, 7]",2,0.09356725146198801,9,9,1,0.0,0,1
9,"(17,18)",,False,10,"[17, 18, 8, 15, 7]",2,0.09356725146198801,9,9,1,0.0,0,1
10,"(1,3)",,False,12,"[9, 7, 1, 15, 3]",2,0.061403508771929,10,10,2,0.061403508771929,0,1
11,"(1,3)",,False,12,"[9, 7, 1, 15, 3]",2,0.061403508771929,10,10,2,0.061403508771929,0,1
12,"(12,5)",,False,14,"[12, 5, 9, 7, 10]",2,0.09356725146198801,10,10,2,0.09356725146198801,0,1
13,"(12,5)",,False,14,"[12, 5, 9, 7, 10]",2,0.09356725146198801,10,10,2,0.09356725146198801,0,1
14,"(6,11)",,False,16,"[6, 11, 4, 16, 2]",2,0.047758284600389,10,10,2,0.047758284600389,0,1
15,"(6,11)",,False,16,"[6, 11, 4, 16, 2]",2,0.047758284600389,10,10,2,0.047758284600389,0,1
16,"(6,3)",,False,18,"[6, 15, 7, 14, 3]",3,0.087719298245614,12,12,2,0.013645224171539001,0,1
17,"(6,3)",,False,18,"[6, 15, 7, 14, 3]",3,0.087719298245614,12,12,2,0.013645224171539001,0,1
18,"(15,1)",,False,20,"[11, 0, 15, 8, 1]",3,0.12670565302144202,14,14,3,0.101364522417153,0,1
19,"(15,1)",,False,20,"[11, 0, 15, 8, 1]",3,0.12670565302144202,14,14,3,0.101364522417153,0,1
20,"(11,9)",,False,22,"[3, 11, 9, 17, 18]",4,0.164717348927875,16,16,3,0.101364522417153,0,1
21,"(11,9)",,False,22,"[3, 11, 9, 17, 18]",4,0.164717348927875,16,16,3,0.101364522417153,0,1
22,"(3,16)",,False,24,"[3, 9, 16, 19, 4]",4,0.109161793372319,18,18,3,0.029239766081871003,0,1
23,"(3,16)",,False,24,"[3, 9, 16, 19, 4]",4,0.109161793372319,18,18,3,0.029239766081871003,0,1
24,"(2,10)",,False,24,"[2, 6, 16, 11, 10]",4,0.087719298245614,20,20,2,0.0,0,1
25,"(2,10)",,False,24,"[2, 6, 16, 11, 10]",4,0.087719298245614,20,20,2,0.0,0,1
26,"(19,16)",,False,26,"[19, 7, 10, 16, 18]",5,0.162768031189083,22,22,2,0.0,0,1
27,"(19,16)",,False,26,"[19, 7, 10, 16, 18]",5,0.162768031189083,22,22,2,0.0,0,1
28,"(3,5)",,False,26,"[17, 10, 3, 12, 5]",5,0.13791423001949302,24,24,2,0.0,0,1
29,"(3,5)",,False,26,"[17, 10, 3, 12, 5]",5,0.13791423001949302,24,24,2,0.0,0,1
30,"(15,12)",,False,26,"[18, 17, 6, 15, 12]",5,0.153021442495126,26,26,2,0.0,0,1
31,"(15,12)",,False,26,"[18, 17, 6, 15, 12]",5,0.153021442495126,26,26,2,0.0,0,1
32,"(17,3)",,False,28,"[10, 12, 13, 17, 3]",5,0.23343079922027202,28,28,2,0.0,0,1
33,"(17,3)",,False,28,"[10, 12, 13, 17, 3]",5,0.23343079922027202,28,28,2,0.0,0,1
34,"(4,0)",,False,28,"[4, 9, 0, 10, 11]",5,0.13986354775828402,30,30,2,0.0,0,1
35,"(4,0)",,False,28,"[4, 9, 0, 10, 11]",5,0.13986354775828402,30,30,2,0.0,0,1
36,"(16,12)",,False,30,"[11, 3, 16, 12, 10]",5,0.17495126705653002,32,32,2,0.0,0,1
37,"(16,12)",,False,30,"[11, 3, 16, 12, 10]",5,0.17495126705653002,32,32,2,0.0,0,1
38,"(16,5)",,False,30,"[16, 5, 10, 14, 11]",5,0.163157894736842,34,34,2,0.0,0,1
39,"(16,5)",,False,30,"[16, 5, 10, 14, 11]",5,0.163157894736842,34,34,2,0.0,0,1
40,"(5,10)",,False,30,"[17, 5, 9, 6, 10]",5,0.15896686159844,36,36,2,0.0,0,1
41,"(5,10)",,False,30,"[17, 5, 9, 6, 10]",5,0.15896686159844,36,36,2,0.0,0,1
42,"(15,14)",,False,32,"[6, 11, 15, 14, 2]",6,0.185324422166527,38,38,2,0.0,0,1
43,"(15,14)",,False,32,"[6, 11, 15, 14, 2]",6,0.185324422166527,38,38,2,0.0,0,1
44,"(3,15)",,False,32,"[14, 3, 13, 17, 15]",6,0.19249512670565302,40,40,2,0.038986354775828,0,1
45,"(3,15)",,False,32,"[14, 3, 13, 17, 15]",6,0.19249512670565302,40,40,2,0.038986354775828,0,1
46,"(16,11)",,False,32,"[4, 16, 14, 0, 11]",6,0.184502923976608,42,42,1,0.0,0,1
47,"(16,11)",,False,32,"[4, 16, 14, 0, 11]",6,0.184502923976608,42,42,1,0.0,0,1
48,"(19,0)",,False,30,"[16, 19, 2, 0, 12]",5,0.15204678362573001,44,44,1,0.0,0,1
49,"(19,0)",,False,30,"[16, 19, 2, 0, 12]",5,0.15204678362573001,44,44,1,0.0,0,1
50,"(17,13)",,False,32,"[2, 17, 5, 16, 13]",5,0.15380116959064302,46,46,1,0.0,0,1
51,"(17,13)",,False,32,"[2, 17, 5, 16, 13]",5,0.15380116959064302,46,46,1,0.0,0,1
52,"(6,13)",,False,34,"[8, 9, 6, 19, 13]",6,0.176775271512113,48,48,1,0.0,0,1
53,"(6,13)",,False,34,"[8, 9, 6, 19, 13]",6,0.176775271512113,48,48,1,0.0,0,1
54,"(0,7)",,False,32,"[13, 5, 0, 19, 7]",5,0.10426065162907201,50,50,1,0.0,0,1
55,"(0,7)",,False,32,"[13, 5, 0, 19, 7]",5,0.10426065162907201,50,50,1,0.0,0,1
56,"(18,1)",,False,32,"[7, 18, 19, 1, 9]",5,0.12270955165692,52,52,2,0.028265107212475,0,1
57,"(18,1)",,False,32,"[7, 18, 19, 1, 9]",5,0.12270955165692,52,52,2,0.028265107212475,0,1
58,"(14,1)",,False,32,"[3, 4, 17, 14, 1]",5,0.10964912280701701,54,54,2,0.025536062378167003,0,1
59,"(14,1)",,False,32,"[3, 4, 17, 14, 1]",5,0.10964912280701701,54,54,2,0.025536062378167003,0,1
60,"(11,1)",,False,34,"[3, 13, 11, 1, 14]",6,0.20054302422723402,56,56,3,0.059489000278473,0,1
61,"(11,1)",,False,34,"[3, 13, 11, 1, 14]",6,0.20054302422723402,56,56,3,0.059489000278473,0,1
62,"(7,0)",,False,32,"[7, 0, 10, 2, 13]",5,0.105764411027568,58,58,3,0.059593428014480004,0,1
